#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
1,Cory Rasmus,474284,2413,,8492,,TB,P,P,Rasmus,Cory,Rasmus,Cory,Cory Rasmus
2,Kenley Jansen,445276,3096,3096,7931,*01svz*,DET,RP,RP,Jansen,Kenley,Jansen,Kenley,Kenley Jansen
3,Giancarlo Stanton,519317,4949,4949,7789,*01cdf*,NYY,OF,OF,Stanton,Giancarlo,Stanton,Giancarlo,Giancarlo Stanton
4,Freddie Freeman,518692,5361,5361,7793,*01cgo*,LAD,1B,1B,Freeman,Freddie,Freeman,Freddie,Freddie Freeman
5,Jose Altuve,514888,5417,5417,8116,*024m0*,HOU,2B/OF,2B/OF,Altuve,Jose,Altuve,Jose,Jose Altuve
6,Kyle Higashioka,543309,5517,5517,9470,*01usr*,TEX,C,C,Higashioka,Kyle,Higashioka,Kyle,Kyle Higashioka
7,Wilmer Flores,527038,5827,5827,7538,*01cgt*,FA,1B,1B,Flores,Wilmer,,,
8,Leury Garcia,544725,5913,,8440,,ATL,2B,2B,Garcia,Leury,Garcia,Leury,Leury García
9,Carlos Carrasco,471911,6632,6632,7183,*01as6*,ATL,SP,SP,Carrasco,Carlos,Carrasco,Carlos,Carlos Carrasco
10,Salvador Perez,521692,7304,7304,8134,*01u75*,KC,C/1B,C/1B,Perez,Salvador,Perez,Salvador,Salvador Perez
11,Evan Scribner,519267,7525,,8055,,TB,P,P,Scribner,Evan,Scribner,Evan,Evan Scribner
12,Travis d’Arnaud,518595,7739,7739,8211,*01s99*,LAA,C,C,d’Arnaud,Travis,d’Arnaud,Travis,Travis d’Arnaud
13,Miguel Rojas,500743,7802,7802,8807,*01t5w*,LAD,2B/SS/ 3B,2B/SS/ 3B,Rojas,Miguel,Rojas,Miguel,Miguel Rojas
14,Kirby Yates,489446,9073,9073,8808,*030vs*,LAA,RP,RP,Yates,Kirby,Yates,Kirby,Kirby Yates
15,Nathan Eovaldi,543135,9132,9132,8130,*01ut7*,TEX,SP,SP,Eovaldi,Nathan,Eovaldi,Nathan,Nathan Eovaldi
16,Nolan Arenado,571448,9777,9777,8223,*01sy3*,STL,3B,3B,Arenado,Nolan,Arenado,Nolan,Nolan Arenado
17,Christian Bethancourt,542194,10028,10028,8615,*01sci*,CHC,C,C,Bethancourt,Christian,Bethancourt,Christian,Christian Bethancourt
18,Mike Trout,545361,10155,10155,7689,*01s8u*,LAA,OF,OF,Trout,Mike,Trout,Mike,Mike Trout
19,Billy Hamilton,571740,10199,,8229,,CHC,OF,OF,Hamilton,Billy,Hamilton,Billy,Billy Hamilton
20,Tucker Barnhart,571466,10200,10200,8747,*022vw*,FA,C,C,Barnhart,Tucker,Barnhart,Tucker,Tucker Barnhart
21,Aroldis Chapman,547973,10233,10233,7709,*01gya*,BOS,RP,RP,Chapman,Aroldis,Chapman,Aroldis,Aroldis Chapman
22,Randal Grichuk,545341,10243,10243,8773,*01s9c*,FA,OF,OF,Grichuk,Randal,,,
23,Zack Wheeler,554430,10310,10310,8235,*01sb3*,PHI,SP,SP,Wheeler,Zack,Wheeler,Zack,Zack Wheeler
24,Michael Tonkin,543859,10315,10315,8541,*02oyz*,MIN,RP,RP,Tonkin,Michael,Tonkin,Michael,Michael Tonkin
25,Enrique Hernandez,571771,10472,10472,8835,*02h98*,FA,1B/2B/ 3B/OF,1B/2B/ SS/3B/OF,Hernandez,Enrique,,,
26,Scott Alexander,518397,10591,10591,9149,*02hi5*,SF,RP,RP,Alexander,Scott,Alexander,Scott,Scott Alexander
27,Chris Sale,519242,10603,10603,7887,*01uca*,ATL,SP,SP,Sale,Chris,Sale,Chris,Chris Sale
28,Carlos Perez,542208,10642,10642,9035,,CHC,C,C,Perez,Carlos,Pérez,Carlos,Carlos Pérez
29,Gio Urshela,570482,10681,10681,9069,*026rz*,FA,3B,1B/3B,Urshela,Gio,,,
30,Jurickson Profar,595777,10815,10815,8228,*01spl*,ATL,OF,OF,Profar,Jurickson,Profar,Jurickson,Jurickson Profar
31,Rangel Ravelo,592660,10839,,9233,,SEA,1B,1B,Ravelo,Rangel,Ravelo,Rangel,Rangel Ravelo
32,Jacob deGrom,594798,10954,10954,8784,*02hjp*,TEX,SP,SP,deGrom,Jacob,deGrom,Jacob,Jacob deGrom
33,Tyler Lyons,544928,11334,,8493,*02haz*,NYY,P,P,Lyons,Tyler,Lyons,Tyler,Tyler Lyons
34,Drew Pomeranz,519141,11426,11426,8189,*01ucb*,LAA,RP,RP,Pomeranz,Drew,Pomeranz,Drew,Drew Pomeranz
35,Gary Sanchez,596142,11442,11442,8212,*01t9q*,FA,C,C,Sanchez,Gary,,,
36,Christian Yelich,592885,11477,11477,7903,*025dn*,MIL,OF,OF,Yelich,Christian,Yelich,Christian,Christian Yelich
37,Robbie Ray,592662,11486,11486,8775,*025j1*,SF,SP,SP,Ray,Robbie,Ray,Robbie,Robbie Ray
38,Manny Machado,592518,11493,11493,7891,*01svq*,SD,3B,3B,Machado,Manny,Machado,Manny,Manny Machado
39,Bryce Harper,547180,11579,11579,7885,*01fh9*,PHI,1B,1B,Harper,Bryce,Harper,Bryce,Bryce Harper
40,Yolmer Sanchez,570560,11602,11602,8846,*02i35*,LAA,2B,2B,Sanchez,Yolmer,Sánchez,Yolmer,Yolmer Sánchez
41,Willson Contreras,575929,11609,11609,9263,*03oh0*,BOS,C/1B,C/1B,Contreras,Willson,Contreras,Willson,Willson Contreras
42,Brandon Drury,592273,11615,11615,8931,*02hlw*,FA,2B,2B,Drury,Brandon,Drury,Brandon,Brandon Drury
43,Jameson Taillon,592791,11674,11674,7886,*01srb*,CHC,SP,SP,Taillon,Jameson,Taillon,Jameson,Jameson Taillon
44,Nick Castellanos,592206,11737,11737,8221,*01uc9*,PHI,OF,OF,Castellanos,Nick,Castellanos,Nick,Nick Castellanos
45,Taijuan Walker,592836,11836,11836,8418,*025dq*,PHI,SP,SP,Walker,Taijuan,Walker,Taijuan,Taijuan Walker
46,Joc Pederson,592626,11899,11899,8688,*026qc*,TEX,DH,OF,Pederson,Joc,Pederson,Joc,Joc Pederson
47,Yimi Garcia,554340,12095,12095,8895,*02z0e*,TOR,RP,RP,Garcia,Yimi,García,Yimi,Yimi García
48,Max Kepler,596146,12144,12144,9172,*01vja*,FA,OF,OF,Kepler,Max,,,
49,Eddie Rosario,592696,12155,12155,8675,*025f7*,FA,OF,OF,Rosario,Eddie,,,
50,Ben Gamel,592325,12160,12160,9197,*02hka*,LAA,OF,OF,Gamel,Ben,Gamel,Ben,Ben Gamel
51,Xander Bogaerts,593428,12161,12161,8417,*025gb*,SD,2B/SS,2B/SS,Bogaerts,Xander,Bogaerts,Xander,Xander Bogaerts
52,Miguel Sano,593934,12164,12164,8222,*01s9d*,FA,3B,3B,Sano,Miguel,,,
53,Jorge Alfaro,595751,12180,12180,8715,,FA,OF,OF,Alfaro,Jorge,,,
54,Colin Rea,607067,12317,12317,9124,*02bzn*,CHC,SP,SP,Rea,Colin,Rea,Colin,Colin Rea
55,Seth Lugo,607625,12447,12447,9312,*03sef*,KC,SP,SP,Lugo,Seth,Lugo,Seth,Seth Lugo
56,Marcus Semien,543760,12533,12533,8602,*02bu9*,NYM,2B,2B,Semien,Marcus,Semien,Marcus,Marcus Semien
57,Eugenio Suarez,553993,12552,12552,8805,*02jh6*,FA,3B,3B,Suarez,Eugenio,,,
58,Trevor Story,596115,12564,12564,8658,*02bqh*,BOS,SS,SS,Story,Trevor,Story,Trevor,Trevor Story
59,Blake Treinen,595014,12572,12572,8756,*02bve*,LAD,RP,RP,Treinen,Blake,Treinen,Blake,Blake Treinen
60,Adrian Houser,605288,12718,12718,9175,*02brc*,SF,SP,SP,Houser,Adrian,Houser,Adrian,Adrian Houser
61,Sonny Gray,543243,12768,12768,8546,*0260v*,BOS,SP,SP,Gray,Sonny,Gray,Sonny,Sonny Gray
62,Andrew Kittredge,552640,12828,12828,9706,*04ggi*,BAL,RP,RP,Kittredge,Andrew,Kittredge,Andrew,Andrew Kittredge
63,George Springer,543807,12856,12856,8433,*025he*,TOR,OF,OF,Springer,George,Springer,George,George Springer
64,Shawn Armstrong,542888,12857,12857,9123,*02c47*,CLE,RP,RP,Armstrong,Shawn,Armstrong,Shawn,Shawn Armstrong
65,James McCann,543510,12859,12859,8897,*02bra*,ARI,C,C,McCann,James,McCann,James,James McCann
66,Andrew McKirahan,605374,12870,,8990,,MIA,P,P,McKirahan,Andrew,McKirahan,Andrew,Andrew McKirahan
67,Francisco Lindor,596019,12916,12916,8226,*02611*,NYM,SS,SS,Lindor,Francisco,Lindor,Francisco,Francisco Lindor
68,Brandon Nimmo,607043,12927,12927,8955,*02bq2*,TEX,OF,OF,Nimmo,Brandon,Nimmo,Brandon,Brandon Nimmo
69,Joe Musgrove,605397,12970,12970,9248,*02bqy*,SD,SP,SP,Musgrove,Joe,Musgrove,Joe,Joe Musgrove
70,Austin Hedges,595978,12976,12976,8431,*02brk*,CLE,C,C,Hedges,Austin,Hedges,Austin,Austin Hedges
71,Javier Baez,595879,12979,12979,8643,*026mn*,DET,SS/3B/ OF,SS/3B/ OF,Baez,Javier,Báez,Javier,Javier Báez
72,Teoscar Hernandez,606192,13066,13066,9428,*02xic*,LAD,OF,OF,Hernandez,Teoscar,Hernández,Teoscar,Teoscar Hernández
73,Yu Darvish,506433,13074,13074,8210,*01c5l*,SD,SP,SP,Darvish,Yu,Darvish,Yu,Yu Darvish
74,Gerrit Cole,543037,13125,13125,8231,*01spo*,NYY,SP,SP,Cole,Gerrit,Cole,Gerrit,Gerrit Cole
75,Josh Bell,605137,13145,13145,8962,*026lz*,MIN,1B,1B,Bell,Josh,Bell,Josh,Josh Bell
76,Jorge Polanco,593871,13152,13152,8832,*02yd1*,NYM,2B,2B/3B,Polanco,Jorge,Polanco,Jorge,Jorge Polanco
77,Eduardo Rodriguez,593958,13164,13164,8632,*029si*,ARI,SP,SP,Rodriguez,Eduardo,Rodriguez,Eduardo,Eduardo Rodriguez
78,Orlando Arcia,606115,13185,13185,8950,*02i1q*,FA,SS,SS,Arcia,Orlando,,,
79,Max Muncy,571970,13301,13301,8691,*02mzg*,LAD,3B,3B,Muncy,Max,Muncy,Max,Max Muncy
80,Ildemaro Vargas,545121,13324,13324,9562,*0433b*,ARI,2B,2B,Vargas,Ildemaro,Vargas,Ildemaro,Ildemaro Vargas
81,Omar Narvaez,553882,13338,13338,9400,*043f8*,FA,C,C,Narvaez,Omar,Narváez,Omar,Omar Narváez
82,Steven Matz,571927,13361,13361,8689,*02h8d*,TB,SP,SP,Matz,Steven,Matz,Steven,Steven Matz
83,Christian Walker,572233,13419,13419,8924,*02mw3*,HOU,1B,1B,Walker,Christian,Walker,Christian,Christian Walker
84,Lucas Sims,608371,13470,13470,8630,*02mw7*,PHI,RP,RP,Sims,Lucas,Sims,Lucas,Lucas Sims
85,Jose Ramirez,608070,13510,13510,8594,*01ub6*,CLE,3B,3B,Ramirez,Jose,Ramírez,José,José Ramírez
86,Blake Snell,605483,13543,13543,9328,*02bqr*,LAD,SP,SP,Snell,Blake,Snell,Blake,Blake Snell
87,Steven Okert,595345,13580,13580,9290,*02myt*,HOU,RP,RP,Okert,Steven,Okert,Steven,Steven Okert
88,Jesse Winker,608385,13590,13590,8647,*02mwg*,FA,OF,OF,Winker,Jesse,,,
89,Robert Stephenson,596112,13594,13594,8650,*02bq7*,LAA,RP,RP,Stephenson,Robert,Stephenson,Robert,Robert Stephenson
90,Patrick Wisdom,621550,13602,13602,9805,*02mws*,FA,3B,3B,Wisdom,Patrick,,,
91,Mookie Betts,605141,13611,13611,8638,*02btf*,LAD,SS/OF,2B/SS/ OF,Betts,Mookie,Betts,Mookie,Mookie Betts
92,Ketel Marte,606466,13613,13613,9112,*0326s*,ARI,2B,2B,Marte,Ketel,Marte,Ketel,Ketel Marte
93,Carson Kelly,608348,13620,13620,9452,*02mxf*,CHC,C,C,Kelly,Carson,Kelly,Carson,Carson Kelly
94,Jeimer Candelario,600869,13621,13621,9264,*027fx*,NYY,1B/3B,1B/3B,Candelario,Jeimer,Candelario,Jeimer,Jeimer Candelario
95,Corey Seager,608369,13624,13624,8668,*02mw6*,TEX,SS,SS,Seager,Corey,Seager,Corey,Corey Seager
96,Jacob Stallings,607732,13723,13723,9384,*02j7h*,BAL,C,C,Stallings,Jacob,Stallings,Jacob,Jacob Stallings
97,David Dahl,621311,13744,13744,8651,,FA,OF,OF,Dahl,David,,,
98,Travis Jankowski,608671,13768,13768,9125,*02j2v*,NYM,OF,OF,Jankowski,Travis,Jankowski,Travis,Travis Jankowski
99,Rob Refsnyder,608701,13770,13770,8929,*02mzf*,SEA,OF,OF,Refsnyder,Rob,Refsnyder,Rob,Rob Refsnyder
100,Zach Eflin,621107,13774,13774,9379,*02mwq*,BAL,SP,SP,Eflin,Zach,Eflin,Zach,Zach Eflin
101,Matt Strahm,621381,13799,13799,9205,*02nax*,KC,RP,RP,Strahm,Matt,Strahm,Matt,Matt Strahm
102,Tyler Heineman,623168,13897,13897,10691,*02n1c*,TOR,C,C,Heineman,Tyler,Heineman,Tyler,Tyler Heineman
103,Michael Wacha,608379,14078,14078,8426,*02iug*,KC,SP,SP,Wacha,Michael,Wacha,Michael,Michael Wacha
104,Kevin Gausman,592332,14107,14107,8427,*02hi7*,TOR,SP,SP,Gausman,Kevin,Gausman,Kevin,Kevin Gausman
105,Albert Almora Jr.,546991,14109,14109,8639,,FA,OF,OF,Almora Jr.,Albert,Almora Jr.,Albert,Albert Almora Jr.
106,Lance McCullers Jr.,621121,14120,14120,8659,*026l1*,HOU,SP,SP,McCullers Jr.,Lance,McCullers Jr.,Lance,Lance McCullers Jr.
107,Joey Gallo,608336,14128,14128,8711,*02i3v*,FA,OF,OF,Gallo,Joey,,,
108,Daniel Vogelbach,596129,14130,14130,8642,*02br5*,FA,1B,1B,Vogelbach,Daniel,,,
109,Byron Buxton,621439,14161,14161,8674,*02i2k*,MIN,OF,OF,Buxton,Byron,Buxton,Byron,Byron Buxton
110,Carlos Correa,621043,14162,14162,8656,*02i2q*,HOU,SS/3B,SS/3B,Correa,Carlos,Correa,Carlos,Carlos Correa
111,Jose Berrios,621244,14168,14168,8951,*02mwk*,TOR,SP,SP,Berrios,Jose,Berríos,José,José Berríos
112,Josh Hader,623352,14212,14212,9492,*02n96*,HOU,RP,RP,Hader,Josh,Hader,Josh,Josh Hader
113,Jorge Soler,624585,14221,14221,8331,*02i11*,LAA,OF,OF,Soler,Jorge,Soler,Jorge,Jorge Soler
114,Ray Black,605143,14244,,9286,*02bvi*,MIL,P,P,Black,Ray,Black,Ray,Ray Black
115,Wandy Peralta,593974,14295,14295,9448,*047sh*,SD,RP,RP,Peralta,Wandy,Peralta,Wandy,Wandy Peralta
116,Matt Olson,621566,14344,14344,8690,*02mwm*,ATL,1B,1B,Olson,Matt,Olson,Matt,Matt Olson
117,Ty Blach,621389,14361,14361,9285,*02mzi*,TEX,SP,SP,Blach,Ty,Blach,Ty,Ty Blach
118,Tyler Glasnow,607192,14374,14374,8700,*02btx*,LAD,SP,SP,Glasnow,Tyler,Glasnow,Tyler,Tyler Glasnow
119,Harold Ramirez,623912,14387,14387,9260,*02i3m*,WSH,OF,OF,Ramirez,Harold,,,
120,Jake Cave,595909,14477,14477,9251,*02bul*,FA,OF,OF,Cave,Jake,,,
121,Carlos Estevez,608032,14542,14542,9294,*03mnq*,KC,RP,RP,Estevez,Carlos,Estévez,Carlos,Carlos Estévez
122,Edwin Diaz,621242,14710,14710,9376,*02my5*,LAD,RP,RP,Diaz,Edwin,Díaz,Edwin,Edwin Díaz
123,Manuel Margot,622534,14712,14712,8936,*02i3d*,FA,OF,OF,Margot,Manuel,,,
124,Paul Blackburn,621112,14739,14739,9578,*02mwd*,NYY,SP,SP,Blackburn,Paul,,,
125,Sam Moll,594580,14874,14874,9498,*0311r*,CIN,RP,RP,Moll,Sam,Moll,Sam,Sam Moll
126,Tony Kemp,643393,14894,14894,9364,,FA,2B,2B,Kemp,Tony,,,
127,Dom Nunez,624513,15055,15055,10673,*03125*,CLE,C,C,Nunez,Dom,Nuñez,Dom,Dom Nuñez
128,Rob Zastryzny,642239,15094,15094,9435,*0310m*,MIL,RP,RP,Zastryzny,Rob,Zastryzny,Rob,Rob Zastryzny
129,Ben Heller,621294,15100,15100,9426,*031gh*,CHC,RP,RP,Heller,Ben,Heller,Ben,Ben Heller
130,Ryan McMahon,641857,15112,15112,9726,*0310n*,NYY,3B,3B,McMahon,Ryan,McMahon,Ryan,Ryan McMahon
131,Tim Anderson,641313,15172,15172,8976,*03110*,FA,SS,SS,Anderson,Tim,,,
132,Adam Frazier,624428,15223,15223,9387,*0316t*,FA,2B/OF,2B/3B/ OF,Frazier,Adam,,,
133,Kris Bryant,592178,15429,15429,8644,*01ubo*,COL,DH,1B/OF,Bryant,Kris,Bryant,Kris,Kris Bryant
134,Matthew Boyd,571510,15440,15440,9087,*02n4s*,CHC,SP,SP,Boyd,Matthew,Boyd,Matthew,Matthew Boyd
135,Hunter Renfroe,592669,15464,15464,8968,*03022*,FA,OF,OF,Renfroe,Hunter,,,
136,Antonio Senzatela,622608,15488,15488,9297,*02zoa*,COL,SP,SP,Senzatela,Antonio,Senzatela,Antonio,Antonio Senzatela
137,J.P. Crawford,641487,15491,15491,8694,*0310z*,SEA,SS,SS,Crawford,J.P.,Crawford,J.P.,J.P. Crawford
138,Aaron Judge,592450,15640,15640,8956,*02z0s*,NYY,OF,OF,Judge,Aaron,Judge,Aaron,Aaron Judge
139,Dominic Smith,642086,15653,15653,8679,*02z96*,FA,1B,1B,Smith,Dominic,,,
140,Billy McKinney,641856,15654,15654,8939,,FA,OF,OF,McKinney,Billy,,,
141,Reese McGuire,624512,15674,15674,8699,*0310a*,FA,C,C,McGuire,Reese,,,
142,Rowdy Tellez,642133,15679,15679,9880,*032gq*,FA,1B,1B,Tellez,Rowdy,,,
143,Luis Castillo,622491,15689,15689,9506,*03nuc*,SEA,SP,SP,Castillo,Luis,Castillo,Luis,Luis Castillo
144,Tyler Wade,642180,15730,15730,9697,*031b4*,TEX,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Wade,Tyler,Wade,Tyler,Tyler Wade
145,Joe Jimenez,641729,15761,15761,9644,*03as0*,ATL,RP,RP,Jimenez,Joe,Jiménez,Joe,Joe Jiménez
146,Wander Suero,593833,15855,15855,9832,,ATH,RP,RP,Suero,Wander,Suero,Wander,Wander Suero
147,Sean Manaea,640455,15873,15873,8666,*02x0f*,NYM,SP,SP,Manaea,Sean,Manaea,Sean,Sean Manaea
148,Luis Severino,622663,15890,15890,8958,*03ab0*,ATH,SP,SP,Severino,Luis,Severino,Luis,Luis Severino
149,Cody Bellinger,641355,15998,15998,9649,*03120*,FA,1B/OF,1B/OF,Bellinger,Cody,,,
150,Carlos Rodon,607074,16137,16137,8942,*02c2r*,NYY,SP,SP,Rodon,Carlos,Rodón,Carlos,Carlos Rodón
151,Aaron Nola,605400,16149,16149,8961,*02i3o*,PHI,SP,SP,Nola,Aaron,Nola,Aaron,Aaron Nola
152,J.D. Davis,605204,16219,16219,9722,*02bu2*,FA,1B/3B,1B/3B,Davis,J.D.,Davis,J.D.,J.D. Davis
153,Trea Turner,607208,16252,16252,9132,*02c68*,PHI,SS,SS,Turner,Trea,Turner,Trea,Trea Turner
154,Michael Conforto,624424,16376,16376,8954,*02z0t*,FA,OF,OF,Conforto,Michael,,,
155,Reynaldo Lopez,625643,16400,16400,9410,*03i81*,ATL,SP,SP,Lopez,Reynaldo,López,Reynaldo,Reynaldo López
156,Francisco Mejia,642336,16403,16403,9548,*03a95*,FA,C,C,Mejia,Francisco,Mejía,Francisco,Francisco Mejía
157,Christian Arroyo,624414,16434,16434,8969,*0310e*,FA,2B,2B,Arroyo,Christian,Arroyo,Christian,Christian Arroyo
158,Kyle Schwarber,656941,16478,16478,8940,*03cag*,PHI,DH,OF,Schwarber,Kyle,Schwarber,Kyle,Kyle Schwarber
159,Matt Chapman,656305,16505,16505,9683,*03d6s*,SF,3B,3B,Chapman,Matt,Chapman,Matt,Matt Chapman
160,Dan Altavilla,656186,16507,16507,9440,*03dec*,MIN,RP,RP,Altavilla,Dan,Altavilla,Dan,Dan Altavilla
161,Danny Jansen,643376,16535,16535,9795,*031el*,TEX,C,C,Jansen,Danny,Jansen,Danny,Danny Jansen
162,Ozzie Albies,645277,16556,16556,9721,*03fi0*,ATL,2B,2B,Albies,Ozzie,Albies,Ozzie,Ozzie Albies
163,Austin Gomber,596295,16561,16561,9847,*03dbe*,CHC,RP,RP,Gomber,Austin,Gomber,Austin,Austin Gomber
164,Brock Stewart,592779,16727,16727,9392,*03deu*,LAD,RP,RP,Stewart,Brock,Stewart,Brock,Brock Stewart
165,Colin Moran,592567,16909,16909,8671,*026l2*,SEA,1B,1B,Moran,Colin,,,
166,Luke Weaver,596133,16918,16918,9430,*02c5l*,NYM,RP,RP,Weaver,Luke,Weaver,Luke,Luke Weaver
167,Aramis Garcia,605244,16925,16925,9898,*02c6c*,ARI,C,C,Garcia,Aramis,Garcia,Aramis,Aramis Garcia
168,Sean Newcomb,656794,16943,16943,8947,*032lk*,CHW,RP,RP,Newcomb,Sean,Newcomb,Sean,Sean Newcomb
169,Grant Holmes,656550,16944,16944,10468,*03d6p*,ATL,SP,SP,Holmes,Grant,Holmes,Grant,Grant Holmes
170,Trevor Williams,592866,16977,16977,9457,*0311b*,WSH,SP,SP,Williams,Trevor,Williams,Trevor,Trevor Williams
171,Gleyber Torres,650402,16997,16997,9778,*031t0*,DET,2B,2B,Torres,Gleyber,Torres,Gleyber,Gleyber Torres
172,Raisel Iglesias,628452,17130,17130,8981,*03aqv*,ATL,RP,RP,Iglesias,Raisel,Iglesias,Raisel,Raisel Iglesias
173,Jorge Mateo,622761,17273,17273,9524,*03b6k*,FA,2B/SS/ OF,2B/SS/ OF,Mateo,Jorge,,,
174,Jeff Hoffman,656546,17432,17432,8975,*03ann*,TOR,RP,RP,Hoffman,Jeff,Hoffman,Jeff,Jeff Hoffman
175,Alex Bregman,608324,17678,17678,9415,*02w7p*,FA,3B,3B,Bregman,Alex,,,
176,Andrew Benintendi,643217,17901,17901,9417,*03pdw*,CHW,OF,OF,Benintendi,Andrew,Benintendi,Andrew,Andrew Benintendi
177,Nathan Lukes,664770,18123,18123,11637,*03qmr*,TOR,OF,OF,Lukes,Nathan,Lukes,Nathan,Nathan Lukes
178,Dansby Swanson,621020,18314,18314,9432,*03ae8*,CHC,SS,SS,Swanson,Dansby,Swanson,Dansby,Dansby Swanson
179,Yuli Gurriel,493329,19198,19198,9407,*025jv*,SD,1B,1B,Gurriel,Yuli,Gurriel,Yuli,Yuli Gurriel
180,Chris Martin,455119,455119,11847,8768,*02j77*,TEX,RP,RP,Martin,Chris,Martin,Chris,Chris Martin
181,Wilking Rodriguez,516853,516853,8801,8802,*01srp*,NYY,RP,RP,Rodriguez,Wilking,Rodríguez,Wilking,Wilking Rodríguez
182,Fernando Cruz,518585,518585,7048,11557,*05ym7*,NYY,RP,RP,Cruz,Fernando,Cruz,Fernando,Fernando Cruz
183,Merrill Kelly,518876,518876,11156,10506,*02hj7*,ARI,SP,SP,Kelly,Merrill,Kelly,Merrill,Merrill Kelly
184,Albert Suarez,544150,544150,6175,9358,*02xid*,BAL,RP,RP,Suarez,Albert,Suárez,Albert,Albert Suárez
185,Michael Kelly,547184,547184,12791,9974,*02bqn*,ATH,RP,RP,Kelly,Michael,Kelly,Michael,Michael Kelly
186,Brooks Raley,548384,548384,10061,8363,*01vxp*,NYM,RP,RP,Raley,Brooks,Raley,Brooks,Brooks Raley
187,Hoby Milner,571948,571948,13346,9589,*02n0v*,CHC,RP,RP,Milner,Hoby,Milner,Hoby,Hoby Milner
188,Jon Singleton,572138,572138,10441,8213,*01srk*,FA,1B,1B,Singleton,Jon,Singleton,Jon,Jon Singleton
189,Caleb Thielbar,573204,573204,10078,8494,*02hfr*,CHC,RP,RP,Thielbar,Caleb,Thielbar,Caleb,Caleb Thielbar
190,Mike Yastrzemski,573262,573262,14854,10626,*031dw*,ATL,OF,OF,Yastrzemski,Mike,Yastrzemski,Mike,Mike Yastrzemski
191,Yusei Kikuchi,579328,579328,20633,10438,*04ml0*,LAA,SP,SP,Kikuchi,Yusei,Kikuchi,Yusei,Yusei Kikuchi
192,Jason Adam,592094,592094,11861,10025,*025it*,SD,RP,RP,Adam,Jason,Adam,Jason,Jason Adam
193,Niko Goodrum,592348,592348,,9747,*025fb*,NYM,SS,SS,Goodrum,Niko,Goodrum,Niko,Niko Goodrum
194,Ben Lively,594902,594902,14932,8960,*0311w*,CLE,SP,SP,Lively,Ben,Lively,Ben,Ben Lively
195,Nick Burdi,595897,595897,16074,8952,*03adx*,NYM,RP,RP,Burdi,Nick,Burdi,Nick,Nick Burdi
196,John Curtiss,595928,595928,16128,9733,*02ob9*,ARI,RP,RP,Curtiss,John,Curtiss,John,John Curtiss
197,Austin Slater,596103,596103,16153,9669,*03dg7*,FA,OF,OF,Slater,Austin,,,
198,Garrett Stubbs,596117,596117,18067,10201,*03qn0*,PHI,C,C,Stubbs,Garrett,Stubbs,Garrett,Garrett Stubbs
199,Casey Lawrence,596271,596271,11121,9643,*04awd*,SEA,RP,RP,Lawrence,Casey,Lawrence,Casey,Casey Lawrence
200,Nick Pivetta,601713,601713,15454,9570,*0316j*,SD,SP,SP,Pivetta,Nick,Pivetta,Nick,Nick Pivetta
201,Ramon Urias,602104,602104,18795,10445,*04de0*,FA,2B/3B,2B/3B,Urias,Ramon,,,
202,Brian Anderson,605119,605119,18289,9622,,FA,3B,3B,Anderson,Brian,,,
203,John Brebbia,605154,605154,12777,9664,*03xmd*,COL,RP,RP,Brebbia,John,Brebbia,John,John Brebbia
204,Clay Holmes,605280,605280,13649,9555,*02bx4*,NYM,SP,SP,Holmes,Clay,Holmes,Clay,Clay Holmes
205,Jack Lopez,605346,605346,13663,11279,,FA,2B,2B,Lopez,Jack,López,Jack,Jack López
206,Vimael Machin,605353,605353,17684,10802,,COL,2B,2B,Machin,Vimael,Machín,Vimael,Vimael Machín
207,Nick Martini,605361,605361,12005,10039,*02bvk*,FA,OF,OF,Martini,Nick,Martini,Nick,Nick Martini
208,Jordan Romano,605447,605447,16122,10518,*03di6*,LAA,RP,RP,Romano,Jordan,Romano,Jordan,Jordan Romano
209,Jeffrey Springs,605488,605488,17677,10067,*04mlr*,ATH,SP,SP,Springs,Jeffrey,Springs,Jeffrey,Jeffrey Springs
210,Spencer Turnbull,605513,605513,16207,9893,*03d75*,KC,SP,SP,Turnbull,Spencer,Turnbull,Spencer,Spencer Turnbull
211,Brandon Woodruff,605540,605540,16162,9678,*02bu3*,MIL,SP,SP,Woodruff,Brandon,Woodruff,Brandon,Brandon Woodruff
212,Joel Payamps,606303,606303,14332,10496,*03aru*,ATL,RP,RP,Payamps,Joel,Payamps,Joel,Joel Payamps
213,Eric Haase,606992,606992,14111,9831,*02bv2*,FA,C,C,Haase,Eric,,,
214,Kyle Hart,606996,606996,19646,10759,*0422c*,SD,SP,SP,Hart,Kyle,Hart,Kyle,Kyle Hart
215,Beau Taylor,607333,607333,,10095,,SEA,C,C,Taylor,Beau,Taylor,Beau,Beau Taylor
216,Anthony Banda,607455,607455,14706,9563,*02n2v*,LAD,RP,RP,Banda,Anthony,Banda,Anthony,Anthony Banda
217,Aaron Bummer,607481,607481,16258,9713,*03drc*,ATL,RP,RP,Bummer,Aaron,Bummer,Aaron,Aaron Bummer
218,Kyle Freeland,607536,607536,16256,8941,*03ca3*,COL,SP,SP,Freeland,Kyle,Freeland,Kyle,Kyle Freeland
